 MODEL, SCENARIO , REGION , VARIABLE , UNIT ,2015,2020,2030,2040,2050,2060,2070,2080,2090,2100 
 IMAGE, SSP1-26 , World , CMIP6 Emissions|VOC|Peat Burning , Mt VOC/yr ,5.037486230181,5.037486230181,5.037486230181,5.037486230181,5.037486230181,5.037486230181,5.037486230181,5.037486230181,5.037486230181,5.037486230181 
 IMAGE, SSP1-26 , World , CMIP6 Emissions|VOC|Residential Commercial Other , Mt VOC/yr ,33.0356188015385,17.8475031894683,6.11169321616205,4.65972940848148,3.47143511625141,2.76314895142025,2.14558197868983,1.67817060173075,1.19244186221547,0.725839362139295 
 IMAGE, SSP1-26 , World , CMIP6 Emissions|VOC|Solvents Production and Application , Mt VOC/yr ,23.0740625087482,22.0770319270228,21.9696536128247,18.35090539045,15.7676995996767,13.7613574722848,9.94288828072871,6.21542872657299,4.19027288493894,3.26719759385633 
 IMAGE, SSP1-26 , World , CMIP6 Emissions|VOC|Transportation Sector , Mt VOC/yr ,29.7186277586952,25.8391403421148,10.9447150764046,11.0605061369001,10.8977532656098,10.1775238339439,8.43848056486285,5.10961199243649,2.80048609396891,2.37614250602821 
 IMAGE, SSP1-26 , World , CMIP6 Emissions|VOC|Waste , Mt VOC/yr ,7.31698432052828,7.31698432052828,7.31698432052828,7.31698432052828,7.31698432052828,7.31698432052828,7.31698432052828,7.31698432052828,7.31698432052828,7.31698432052828 
 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|BC , Mt BC/yr ,9.72682382176524,8.82151913428357,8.0224398224047,7.27398105830487,6.33257969066884,5.53641037749168,4.67136002106913,3.7900808112565,3.02397848760123,2.65095654477677 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|BC|Agricultural Waste Burning , Mt BC/yr ,0.1873268320865,0.185754277075477,0.180096042587745,0.174905354277572,0.170195248757028,0.164194697117919,0.15881605804825,0.153510432651859,0.147694806532447,0.1400962601626 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|BC|Aircraft , Mt BC/yr ,0.0106717338064691,0.0118823130044861,0.014377405150551,0.0156382577093604,0.0163305096914713,0.0167096046849765,0.0188471923696261,0.0210929693951353,0.0229474112052572,0.0252802689845988 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|BC|Energy Sector , Mt BC/yr ,1.19055696413548,1.04636409421703,0.876446178988949,0.739225421570042,0.662504483122537,0.594173264074825,0.531027915642511,0.471634764542145,0.396829808693635,0.329869253213276 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|BC|Forest Burning , Mt BC/yr ,0.4973943713641,0.482270727926398,0.454605897672281,0.430167811982087,0.411197308612285,0.397956232264677,0.386835992196739,0.375404671024374,0.363757924884764,0.353377308323762 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|BC|Grassland Burning , Mt BC/yr ,1.0315692219632,1.01729827640185,1.00188328208741,0.973674954419811,0.934000083570907,0.889750354653639,0.842924942873435,0.794385778938579,0.740031510243134,0.685022304135736 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|BC|Industrial Sector , Mt BC/yr ,0.827184956396923,0.816317843420019,0.860375943566831,0.723108372654561,0.567611398838349,0.553610472285119,0.557446139861311,0.427565363271156,0.212562528512323,0.0675561610831442 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|BC|International Shipping , Mt BC/yr ,0.17054242237372,0.178168623837482,0.14973476727597,0.066779277430568,0.0219841725547584,7.06460143016295E-4,0.0,0.0,0.0,0.0 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|BC|Peat Burning , Mt BC/yr ,0.032135982579,0.032135982579,0.032135982579,0.032135982579,0.032135982579,0.032135982579,0.032135982579,0.032135982579,0.032135982579,0.032135982579 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|BC|Residential Commercial Other , Mt BC/yr ,3.69512761876913,3.19406384964068,2.62969024903958,2.25685816787426,1.82640305082598,1.38624588175304,0.939940894020094,0.509505090975293,0.242709987995834,0.237876248578483 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|BC|Transportation Sector , Mt BC/yr ,1.40717298878974,1.18283817326414,1.18192774634217,1.24765149474977,1.18953270455832,1.09130627586369,0.89777692115988,0.774899705777274,0.691741280832805,0.64790198111192 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|BC|Waste , Mt BC/yr ,0.677140729500971,0.674424972916989,0.641166327114201,0.613835963057825,0.50068474755819,0.409621152071775,0.305607982318284,0.229946052101683,0.173567246122032,0.131840776604252 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|C2F6 , kt C2F6/yr ,1.57,1.55703929597949,1.54955606117873,1.46533247095407,1.36659854890156,1.09573030751477,0.906936399385864,0.561860204139834,0.498313825850965,0.468580712327507 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|CF4 , kt CF4/yr ,10.87,10.7802656989153,10.7284550223011,10.1453273625928,9.46173645003822,7.58636206540482,6.27923481613015,3.8900767,3.4501091,3.2442499 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|CH4 , Mt CH4/yr ,388.072249099091,388.090572662264,399.446245067784,382.796746230235,357.166938784912,329.321436368544,316.639039678761,302.907283507566,298.816324015874,295.152936610007 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|CH4|Agricultural Waste Burning , Mt CH4/yr ,1.36741788784789,1.36900072813665,1.35383460315189,1.34077554975775,1.3288277724991,1.30544900659151,1.28860378487267,1.26616395310054,1.23134460703051,1.18057275675389 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|CH4|Agriculture , Mt CH4/yr ,139.271799533091,142.229519544557,154.107393787593,156.951891708017,152.072269009717,144.272698140324,135.850124948105,126.073800740469,117.402423126815,107.272408511611 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|CH4|Energy Sector , Mt CH4/yr ,154.680802650592,150.10007442344,153.192256894642,145.288300762223,135.263278333507,120.700697135865,121.287824629081,123.181501676408,133.395700476488,143.970659453536 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|CH4|Forest Burning , Mt CH4/yr ,5.373028552617,5.52528937276842,5.80666220428148,6.06844132790374,6.35625816060971,6.67412136353109,6.98369490377252,7.26716243840577,7.5122162710393,7.73598667456834 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|CH4|Grassland Burning , Mt CH4/yr ,5.71814111537889,5.6627284111088,5.62775053096439,5.51532344807342,5.33006497858058,5.11199190056397,4.87485345941045,4.62358941283563,4.33460167716108,4.03619416663337 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|CH4|Industrial Sector , Mt CH4/yr ,0.889567964076965,0.968254684909833,1.03195105733269,1.0886617030756,1.19353610905701,1.23019796516207,1.29572459129137,1.12557265263461,0.903193696463057,0.695155619358048 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|CH4|International Shipping , Mt CH4/yr ,0.0272759821327494,0.028672595859801,0.0243996936734779,0.0110204279065454,0.00367478404378737,1.19625732649139E-4,0.0,0.0,0.0,0.0 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|CH4|Peat Burning , Mt CH4/yr ,1.877432502294,1.877432502294,1.877432502294,1.877432502294,1.877432502294,1.877432502294,1.877432502294,1.877432502294,1.877432502294,1.877432502294 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|CH4|Residential Commercial Other , Mt CH4/yr ,12.0028267167244,10.559266006274,9.84911976448431,8.82823316147686,6.82615848450271,5.17474610424131,3.22224067135143,1.42438474198194,0.352797228022352,0.342034173658193 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|CH4|Transportation Sector , Mt CH4/yr ,0.563784048986839,0.644687449440004,0.831165650950707,0.991425662933714,1.05866708545434,0.934103904866632,0.759781679693686,0.621751509160888,0.445570330603374,0.327977535566458 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|CH4|Waste , Mt CH4/yr ,66.3001721453482,69.1256469434762,65.7442783784151,54.8352399765727,45.8567715646453,42.0398787193712,39.1987585088884,35.4459238802747,31.3610440999562,27.7145152160273 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|CO , Mt CO/yr ,934.299800806577,882.518961868359,849.893486704823,796.743979356961,731.26926552631,653.774761573379,577.609742735577,500.618437719148,428.446883962202,384.921303865331 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|CO2 , Mt CO2/yr ,39148.7580232363,40647.5298965057,43476.0625524667,44252.9000312976,43462.1900425297,40196.4848294856,35235.4337320201,26838.373445575,16324.3915616794,9682.85879405517 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|CO2|AFOLU , Mt CO2/yr ,3517.44,3259.40099933752,2881.38625415731,2164.31180441905,500.917111454925,-1539.91525018191,-2211.1884176306,-3397.34485157978,-4317.12210531322,-4800.07696909289 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|CO2|Aircraft , Mt CO2/yr ,764.542185141304,908.710970587904,1224.27444303393,1416.85351276903,1550.49764403262,1641.86255467541,1919.25078638008,2157.87956113772,2157.41894420764,1905.54608141271 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|CO2|Energy Sector , Mt CO2/yr ,15369.7048717475,15268.8298649923,15703.4427178682,15083.6993795239,15461.3378360823,15629.8450163983,13029.8737047171,7344.8933365,678.6327994,-1637.851396 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|CO2|Industrial Sector , Mt CO2/yr ,8929.06233506563,9865.84996150706,11421.8849293732,12104.4899198334,11948.9600581514,11904.5019543342,11349.2556583358,9987.0952647,8366.8242963,6274.9128321 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|CO2|International Shipping , Mt CO2/yr ,1006.84608954093,1104.24613122164,1146.60220056809,1072.72564881204,1052.25557932322,1052.61853967649,1085.55687644822,1116.03913823355,1143.90244197144,1168.4439524268 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|CO2|Residential Commercial Other , Mt CO2/yr ,3289.64144415731,3234.87391293244,2478.63693365837,2454.07030691027,2762.35036309267,3127.99510958386,3248.50595563781,3189.2122956,2739.8588733,1888.9017114 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|CO2|Solvents Production and Application , Mt CO2/yr ,50.5691693663365,50.5691693663365,50.5691693663365,50.5691693663365,50.5691693663365,50.5691693663365,50.5691693663365,50.5691693663365,50.5691693663365,50.5691693663365 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|CO2|Transportation Sector , Mt CO2/yr ,6090.52397816234,6824.62093650549,8438.83795438622,9775.75233960866,10004.8743309711,8198.57978557789,6633.18204871032,6259.60158156228,5373.87919239235,4701.98546238729 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|CO2|Waste , Mt CO2/yr ,130.427950054924,130.427950054924,130.427950054924,130.427950054924,130.427950054924,130.427950054924,130.427950054924,130.427950054924,130.427950054924,130.427950054924 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|CO|Agricultural Waste Burning , Mt CO/yr ,28.0482450811481,27.7345545286193,26.7302307177985,25.8008351053159,24.9509825761084,23.9120032885747,22.9624066368652,22.0250077103654,21.0241219545381,19.7710203136683 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|CO|Aircraft , Mt CO/yr ,0.577669356422356,0.67113910505077,0.863787083869036,0.961138477253669,1.01458778388426,1.04385799917233,1.20890278424931,1.38230095133633,1.52548382621311,1.70560556511139 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|CO|Energy Sector , Mt CO/yr ,48.8628515098624,46.2856655386106,41.954124402495,40.4932852574733,41.8288652956843,41.9153279670051,39.2661985126433,37.3349610769691,33.5333266700124,36.2115787211047 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|CO|Forest Burning , Mt CO/yr ,103.702196749566,100.519632871223,94.7354276962336,89.6147323234476,85.5404089167838,82.5163033003915,79.8968337236863,77.2630820539816,74.6107587568424,72.1976890227599 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|CO|Grassland Burning , Mt CO/yr ,174.058664190453,170.840985782756,166.718813589341,160.565555192016,152.620535685473,144.059055087674,135.23746091794,126.303562327875,116.609458292084,106.978865596388 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|CO|Industrial Sector , Mt CO/yr ,128.032289837408,133.273720175283,141.139988157107,132.633782913689,120.429678486065,116.896996859259,116.456715491291,108.427740059816,88.8847290533611,67.6888219436713 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|CO|International Shipping , Mt CO/yr ,0.70406247494166,0.748578807510205,0.578339279488377,0.451702720034128,0.395294720155869,0.371612059596979,0.382414298928496,0.393152505651832,0.402967943906065,0.411613425211782 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|CO|Peat Burning , Mt CO/yr ,21.740329926705,21.740329926705,21.740329926705,21.740329926705,21.740329926705,21.740329926705,21.740329926705,21.740329926705,21.740329926705,21.740329926705 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|CO|Residential Commercial Other , Mt CO/yr ,243.00417166075,219.21933788194,186.797376362739,148.271708536094,122.402268785216,93.4352168314817,62.7644565113283,29.3620549223312,12.1098239306291,11.0886378920366 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|CO|Transportation Sector , Mt CO/yr ,145.376423187608,121.485080785465,130.622077853546,139.871322089412,130.684781559995,103.610450026942,79.5581884341102,62.7233637550712,47.6829023787809,39.2796301157491 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|CO|Waste , Mt CO/yr ,40.1928968317104,39.9999364651941,38.0129916354989,36.3395868155179,29.661531790237,24.2736082265748,18.135835497829,13.6628824290446,10.3229812291295,7.84751134292536 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|HFC , Mt CO2-equiv/yr ,940.62,1348.66250322995,1489.24613861243,1369.51230759658,1197.40020514993,1275.99816804909,1324.99372327733,1352.661315291,1398.666467913,1329.873200942 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|N2O , kt N2O/yr ,10900.0,11322.8528268346,12208.7512328918,12623.7673811866,12586.9391753868,12218.5690265798,11545.7193059936,10362.6363232992,9524.75981684137,8732.3344434787 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|NH3 , Mt NH3/yr ,65.2792994250038,67.0530515583091,72.460136341215,75.3934013272367,76.0312682326403,75.1646291917738,72.8645440398328,69.9073366610639,67.3841422281098,65.3695769230502 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|NH3|Agricultural Waste Burning , Mt NH3/yr ,0.478209666293499,0.459388222386149,0.416773556094386,0.376401380083573,0.33817474587781,0.298849573241635,0.261476989794248,0.225566655447767,0.190776318463782,0.155479405222661 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|NH3|Agriculture , Mt NH3/yr ,46.1874836083581,48.4386493958375,53.1130933619629,55.8441698962528,56.3181536588698,55.3171867851746,52.9650103173526,50.0641607871227,47.609943021829,45.7029073733493 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|NH3|Aircraft , Mt NH3/yr ,0.00257167093505708,0.00257167093505708,0.00257167093505708,0.00257167093505708,0.00257167093505708,0.00257167093505708,0.00257167093505708,0.00257167093505708,0.00257167093505708,0.00257167093505708 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|NH3|Energy Sector , Mt NH3/yr ,0.869707557301939,0.890370085914184,0.893697634134028,0.900384030610133,0.886664568753567,0.899984631981263,0.897924524884274,0.875150916606821,0.850753810387331,0.851682956970648 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|NH3|Forest Burning , Mt NH3/yr ,1.6429781965633,1.74529159806733,1.93139257025358,2.10191971823906,2.2729610784699,2.44285848153866,2.60126269445035,2.74820956303147,2.87698379996374,2.99004865911432 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|NH3|Grassland Burning , Mt NH3/yr ,1.57542903516319,1.60708215882179,1.68586169885435,1.73535454190775,1.75573417978937,1.75779476120506,1.74527302617502,1.71939538736411,1.67097104781457,1.61029302178744 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|NH3|Industrial Sector , Mt NH3/yr ,1.27236048214711,1.36713357877456,1.41772330058583,1.35923519685241,1.35074169380199,1.34017091706375,1.26924935205121,1.07629196982867,0.923042520144984,0.757549132756434 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|NH3|International Shipping , Mt NH3/yr ,0.0167170704985418,0.0167170704985418,0.0167170704985418,0.0167170704985418,0.0167170704985418,0.0167170704985418,0.0167170704985418,0.0167170704985418,0.0167170704985418,0.0167170704985418 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|NH3|Peat Burning , Mt NH3/yr ,0.197169559522,0.197169559522,0.197169559522,0.197169559522,0.197169559522,0.197169559522,0.197169559522,0.197169559522,0.197169559522,0.197169559522 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|NH3|Residential Commercial Other , Mt NH3/yr ,3.47063823727879,2.82959166773089,3.24754012605027,3.32320913522805,3.39613809039162,3.45996872907445,3.51112668997849,3.57440819829599,3.6465503820114,3.71770394304099 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|NH3|Transportation Sector , Mt NH3/yr ,0.3851796583316,0.318231867210515,0.356741109713463,0.355414444496718,0.315387233119984,0.250502328928149,0.215907461580333,0.226840199800116,0.21780834392875,0.186599447242245 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|NH3|Waste , Mt NH3/yr ,9.18085468261059,9.18085468261059,9.18085468261059,9.18085468261059,9.18085468261059,9.18085468261059,9.18085468261059,9.18085468261059,9.18085468261059,9.18085468261059 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|NOx , Mt NOx/yr ,155.498060514119,148.069120051302,142.054567486541,128.069393161641,116.766973320573,106.745064907049,96.2243179294272,90.0947945689233,83.0403045782242,77.6921260468807 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|NOx|Agricultural Waste Burning , Mt NOx/yr ,1.0755580812093,1.06252762580294,1.02027683333212,0.980939794021534,0.945782543955336,0.902360705698867,0.860771938080951,0.821072612186391,0.78150393503076,0.731008175154172 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|NOx|Agriculture , Mt NOx/yr ,5.964699286038,6.1675576132270304,6.59239009854147,6.90279491108822,7.08796589411934,7.20710051066861,7.22480385245029,7.19735188868169,7.12946465147535,7.03764077801853 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|NOx|Aircraft , Mt NOx/yr ,3.13196777062978,3.73051222990945,5.03758342613735,5.8682008737607,6.47201876316025,6.94422249044947,8.3728051768881,9.95180550402974,10.9826433406847,12.2794206530567 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|NOx|Energy Sector , Mt NOx/yr ,32.7140577035573,30.6498397761945,29.1425632061097,21.9087619759193,17.7600410719282,15.5234730975181,12.9065408283537,10.6171016594822,8.17012746977087,7.35108764702414 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|NOx|Forest Burning , Mt NOx/yr ,2.139090323822,2.1554702073919,2.18887504383442,2.22527092103667,2.28067407859283,2.35661438106874,2.43315593183774,2.49852537162354,2.55148420507783,2.59999012350851 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|NOx|Grassland Burning , Mt NOx/yr ,10.3192435103861,10.0257037082909,9.57994890304731,9.03390087184045,8.40676008426254,7.76683565715173,7.13320599917103,6.51464081275038,5.87768831394026,5.26757632132964 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|NOx|Industrial Sector , Mt NOx/yr ,19.5037136505864,20.7689555692422,21.3541751101528,18.6155530613185,16.1689822911056,14.945071516196,13.6385466250779,11.5331286433825,9.28068538483921,7.25915158016519 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|NOx|International Shipping , Mt NOx/yr ,23.222172452345198,23.1693566101419,20.2478067308623,16.2590405430096,17.128034140412,17.7217035505366,18.2966404676019,18.8104115474985,19.2800324404307,19.6936743057903 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|NOx|Peat Burning , Mt NOx/yr ,0.2012100085676,0.2012100085676,0.2012100085676,0.2012100085676,0.2012100085676,0.2012100085676,0.2012100085676,0.2012100085676,0.2012100085676,0.2012100085676 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|NOx|Residential Commercial Other , Mt NOx/yr ,8.01315976105487,7.80390437659678,6.20229540698954,4.95101584752033,4.01050524394653,3.42688551469846,2.75148881057514,2.0873647046675,1.71620466253152,1.64726472991664 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|NOx|Transportation Sector , Mt NOx/yr ,43.2059826088337,36.3520809166247,34.8014139152084,35.6808749188599,31.8641349316713,26.1156569748568,19.6918307870942,17.8191601317875,15.5263013223296,12.4508249710373 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|NOx|Waste , Mt NOx/yr ,6.00720535708866,5.98200140931252,5.68602880375814,5.44182943469897,4.4408642688517,3.63393049963807,2.71331750372843,2.04302168426558,1.54295884354574,1.17327675331185 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|OC , Mt OC/yr ,34.7457547085408,33.4147630887577,31.7409781069602,29.714733957693,26.8668729817174,24.0893934145816,21.1285589500383,18.1267010551445,15.6948531496061,14.5396656457486 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|OC|Agricultural Waste Burning , Mt OC/yr ,0.912588908926,0.905295688150686,0.878172910230023,0.853276692193096,0.830778850550189,0.80149859762723,0.77498282336978,0.748506335770119,0.719465593490979,0.681232184530195 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|OC|Aircraft , Mt OC/yr ,0.00525728589263222,0.0060658807045748,0.00769880294110469,0.0084460129689289,0.00878853180705703,0.00891123926441059,0.0101686760214405,0.0114539570814071,0.0126403922799402,0.0141329085549054 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|OC|Energy Sector , Mt OC/yr ,2.0352507645247,1.93260619648068,1.91505220252517,1.82411111600745,1.79323425890105,1.76743377214851,1.7259993701592,1.66737460063133,1.55496310190906,1.50416309308404 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|OC|Forest Burning , Mt OC/yr ,6.367750290839,6.17444681017506,5.81712282320074,5.49491603289792,5.22863409899188,5.01981013024658,4.8353335042642,4.65354018294105,4.47425037322322,4.31126441269332 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|OC|Grassland Burning , Mt OC/yr ,7.1285043287084,7.04732484829347,6.97519023319569,6.81122544024591,6.56362245430595,6.2802242526242,5.97538162668815,5.65499472694053,5.28990379732784,4.91626387212614 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|OC|Industrial Sector , Mt OC/yr ,1.44425666775852,1.39569237236688,1.37834360724155,1.2554895671076,1.11313011230251,1.08797950380949,1.03712339395401,0.827217720072334,0.517495191175985,0.281439459798556 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|OC|International Shipping , Mt OC/yr ,0.129622497478331,0.139333731611699,0.123801711843567,0.0582797345604497,0.0202214463014073,6.83899048671404E-4,0.0,0.0,0.0,0.0 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|OC|Peat Burning , Mt OC/yr ,0.793619024008,0.793619024008,0.793619024008,0.793619024008,0.793619024008,0.793619024008,0.793619024008,0.793619024008,0.793619024008,0.793619024008 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|OC|Residential Commercial Other , Mt OC/yr ,11.0728439730259,10.3865514406118,9.46927876850732,8.39356723433017,7.04143963948656,5.50595680819407,3.87092845513698,2.18775864064019,1.13736930508066,1.12740192268817 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|OC|Transportation Sector , Mt OC/yr ,0.632946595225317,0.427374722595709,0.383671289176815,0.393507076190852,0.350671802106278,0.268496198229462,0.198977873063597,0.148104431512908,0.112876146186026,0.0882278589378966 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|OC|Waste , Mt OC/yr ,4.22311437215398,4.20645237375911,3.99902673409024,3.82829602718265,3.12273276295656,2.55477998938102,1.90604420337295,1.4341314355466,1.08227022492443,0.821920909327428 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|SF6 , kt SF6/yr ,8.02,8.13574994291903,3.39101809723004,3.02153413942407,2.49384441815984,2.19751249388939,1.77593973706836,1.2753366,0.8765564,0.792157 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|Sulfur , Mt SO2/yr ,100.745056544737,80.0811064029808,78.9334724967049,66.5011635350551,53.2989374972821,46.0017565985131,41.9145059358347,38.5057927600298,33.1608727818084,30.8223938974121 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|Sulfur|Agricultural Waste Burning , Mt SO2/yr ,0.1502766301553,0.152534922425003,0.154705873869191,0.156993908264481,0.159467847358926,0.160356606842516,0.161635666030728,0.162637941841403,0.162673322354013,0.160296733887114 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|Sulfur|Aircraft , Mt SO2/yr ,0.28359656855884,0.316457506491891,0.381478536770383,0.434326854445325,0.479013494876532,0.515175253445537,0.5794477402441,0.645326876715355,0.675921086492664,0.714408107164998 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|Sulfur|Energy Sector , Mt SO2/yr ,44.5150678235622,35.3004537929786,31.4754563857905,22.0191428244904,14.5422088375855,10.5290593092467,9.4085833456369,9.80241615849105,10.1523949522333,12.1064083232046 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|Sulfur|Forest Burning , Mt SO2/yr ,0.669992853744,0.696815307266376,0.744968883835374,0.788572831988064,0.833187128071112,0.879140639047096,0.92271300823378,0.962997670395545,0.998155751273763,1.0296531239314 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|Sulfur|Grassland Burning , Mt SO2/yr ,1.2767278066682,1.25206482045445,1.21943333850575,1.17259000552644,1.11316090472815,1.04953742526499,0.984259403389988,0.918374229736816,0.847058728868226,0.776331315694143 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|Sulfur|Industrial Sector , Mt SO2/yr ,33.5319673578616,30.2676679306999,37.430470451336,36.5476136836312,31.8938169594931,29.4661786957253,26.8870209889207,23.2694161093282,17.5080551446345,13.0471127599527 
 MESSAGE-GLOBIOM, SSP2-45 , World , CMIP6 Emissions|Sulfur|International Shipping , Mt SO2/yr ,9.16366319447944,4.18512038153303,2.45400519911535,0.713989543439665,0.233460216219974,0.00744935086534454,0.0,0.0,0.0,0.0 
