 MODEL, SCENARIO , REGION , VARIABLE , UNIT ,2015,2020,2030,2040,2050,2060,2070,2080,2090,2100 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|CO|Grassland Burning , Mt CO/yr ,174.058664190453,174.557124984644,166.845042875695,154.333887190432,157.467982729066,157.154807300179,153.695708311452,145.771877403712,136.544150289575,132.006867175862 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|CO|Industrial Sector , Mt CO/yr ,128.03255801549,120.987872889037,92.6734378662795,90.5545521400591,85.7864778245984,77.8121474817133,67.3681574979371,56.6325860638938,48.8708783957817,41.1054256863771 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|CO|International Shipping , Mt CO/yr ,0.70406247494166,0.765559567755415,0.640622752414105,0.562107526185056,0.414675065713698,0.220862364298881,0.0635638684722203,0.0348938718080924,0.0254480831069631,0.0122889619683102 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|CO|Peat Burning , Mt CO/yr ,21.740329926705,21.740329926705,21.740329926705,21.740329926705,21.740329926705,21.740329926705,21.740329926705,21.740329926705,21.740329926705,21.740329926705 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|CO|Residential Commercial Other , Mt CO/yr ,243.004957259546,134.935733678902,35.8544306936051,25.1593183582842,18.286608960437,14.4450218946457,11.2559353139913,8.73386002820452,6.43109202108792,4.24514908213409 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|CO|Transportation Sector , Mt CO/yr ,145.425008430769,135.758334765926,61.2742317599582,40.6405112797712,22.4032238177167,12.2146034185437,8.52875197304892,7.72611278746565,6.53988822685048,5.52904626482958 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|CO|Waste , Mt CO/yr ,40.1928968317104,40.1928968317104,40.1928968317104,40.1928968317104,40.1928968317104,40.1928968317104,40.1928968317104,40.1928968317104,40.1928968317104,40.1928968317104 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|HFC , Mt CO2-equiv/yr ,940.62,1259.80554913106,218.541928970414,115.790696467776,130.134251362573,139.425333131978,150.459723893946,160.681503295898,165.382904052734,158.888397216797 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|N2O , kt N2O/yr ,10900.0,10706.3848251701,8393.75909093475,8376.57366407662,8073.58519737887,7941.61176480449,7958.15173403822,7978.92396545785,8204.73625613288,8339.07191457839 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|NH3 , Mt NH3/yr ,65.2797031349486,65.1382887190343,64.8583550946968,65.2171843294988,64.732142524845,64.1026493144,63.8746163997215,63.6149027546266,63.5182492320549,63.182133935575 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|NH3|Agricultural Waste Burning , Mt NH3/yr ,0.4782096662935,0.518432098441789,0.600920984692922,0.661777153136539,0.69243405265481,0.667871625667398,0.657465674715505,0.645059790236503,0.622306532223277,0.588002480953548 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|NH3|Agriculture , Mt NH3/yr ,46.1874836083582,46.1659324201357,46.477047759447,46.4897808229475,46.5685951832048,46.1094301775382,45.9661107240037,45.9124009715195,45.9448417768128,45.8463977823348 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|NH3|Aircraft , Mt NH3/yr ,0.00257167093505708,0.00257167093505708,0.00257167093505708,0.00257167093505708,0.00257167093505708,0.00257167093505708,0.00257167093505708,0.00257167093505708,0.00257167093505708,0.00257167093505708 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|NH3|Energy Sector , Mt NH3/yr ,0.869735198318705,0.869735198318705,0.869735198318705,0.869735198318705,0.869735198318705,0.869735198318705,0.869735198318705,0.869735198318705,0.869735198318705,0.869735198318705 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|NH3|Forest Burning , Mt NH3/yr ,1.6429781965633,1.47795074790754,0.872786055143574,1.27070591235459,0.649887165464208,0.50868153773326,0.466312138029775,0.344241888794624,0.321262332614002,0.159371776478391 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|NH3|Grassland Burning , Mt NH3/yr ,1.57542903516319,1.58037082397884,1.51199766684286,1.39931781248976,1.42562349495077,1.42106334489068,1.38912523440209,1.31759747550551,1.23423596183435,1.19275926723781 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|NH3|Industrial Sector , Mt NH3/yr ,1.27237224388063,1.27237224388063,1.27237224388063,1.27237224388063,1.27237224388063,1.27237224388063,1.27237224388063,1.27237224388063,1.27237224388063,1.27237224388063 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|NH3|International Shipping , Mt NH3/yr ,0.0167170704985418,0.0167170704985418,0.0167170704985418,0.0167170704985418,0.0167170704985418,0.0167170704985418,0.0167170704985418,0.0167170704985418,0.0167170704985418,0.0167170704985418 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|NH3|Peat Burning , Mt NH3/yr ,0.197169559522,0.197169559522,0.197169559522,0.197169559522,0.197169559522,0.197169559522,0.197169559522,0.197169559522,0.197169559522,0.197169559522 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|NH3|Residential Commercial Other , Mt NH3/yr ,3.47064264562992,3.47064264562992,3.47064264562992,3.47064264562992,3.47064264562992,3.47064264562992,3.47064264562992,3.47064264562992,3.47064264562992,3.47064264562992 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|NH3|Transportation Sector , Mt NH3/yr ,0.385237797254974,0.385237797254974,0.385237797254974,0.385237797254974,0.385237797254974,0.385237797254974,0.385237797254974,0.385237797254974,0.385237797254974,0.385237797254974 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|NH3|Waste , Mt NH3/yr ,9.18115644253059,9.18115644253059,9.18115644253059,9.18115644253059,9.18115644253059,9.18115644253059,9.18115644253059,9.18115644253059,9.18115644253059,9.18115644253059 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|NOx , Mt NOx/yr ,155.520450405015,145.446882830074,86.682638340204,64.4286968847112,49.0529731138778,44.4753926808333,42.5812852010771,40.3058255031088,38.4651843814422,37.3682430739608 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|NOx|Agricultural Waste Burning , Mt NOx/yr ,1.0755580812093,1.17296250511439,1.40266088438461,1.58512831613222,1.6784541184191,1.65561551557075,1.66860162579559,1.67178752828239,1.63399186394232,1.55738528018336 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|NOx|Agriculture , Mt NOx/yr ,5.964699286038,6.08975829929817,6.46433992588756,6.78260683198061,6.95489472633697,7.06582331607695,7.33000150712449,7.58839839727226,7.84409079108859,8.0050585320964 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|NOx|Aircraft , Mt NOx/yr ,3.13196777062978,3.14279970528129,1.99074298883344,1.51872933659596,1.13894659214291,0.917560893938766,0.843807299069278,0.847043965617675,0.879320596022093,0.901533301465909 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|NOx|Energy Sector , Mt NOx/yr ,32.7165886397872,30.5482727708427,16.6276593747289,9.3351434298594,6.88685317755375,6.40492489060674,6.88336527110233,6.60418703331431,6.43428026501692,7.11481385417284 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|NOx|Forest Burning , Mt NOx/yr ,2.139090323822,1.87250298775821,0.696912369931775,1.77264000981037,0.515500265487739,0.37321376565138,0.41787109510356,0.334921123226131,0.446338956010553,0.233321402521909 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|NOx|Grassland Burning , Mt NOx/yr ,10.3192435103861,10.3455710391598,9.8806740392316,9.13994816159121,9.33488844209336,9.32336014623082,9.12235515821068,8.65201523124129,8.10432167698451,7.83636448050751 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|NOx|Industrial Sector , Mt NOx/yr ,19.5048738819341,18.0444371042865,11.7689931849233,10.0242877824187,9.20600888565399,8.43926958906764,7.31261054727747,6.00912970238494,4.90354089040127,3.84159985696193 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|NOx|International Shipping , Mt NOx/yr ,23.222172452345198,22.5819028990617,14.0261134575745,7.37790232197463,1.17526003018794,0.606733528392164,0.170912598563902,0.0941880252294189,0.0798340493084302,0.0666713791824312 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|NOx|Peat Burning , Mt NOx/yr ,0.2012100085676,0.2012100085676,0.2012100085676,0.2012100085676,0.2012100085676,0.2012100085676,0.2012100085676,0.2012100085676,0.2012100085676,0.2012100085676 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|NOx|Residential Commercial Other , Mt NOx/yr ,8.01445357913848,6.08716255218108,2.8329273142222,2.49194994488906,2.25984892428239,2.13530554625101,1.97331941403823,1.76832842326959,1.56326759652434,1.36524516417751 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|NOx|Transportation Sector , Mt NOx/yr ,43.2233875140689,39.353097601434,14.7831994348296,8.1919453838027,3.69390258606343,1.34517012339086,0.650025319135294,0.527410707614557,0.367782330486926,0.237834457034722 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|NOx|Waste , Mt NOx/yr ,6.00720535708866,6.00720535708866,6.00720535708866,6.00720535708866,6.00720535708866,6.00720535708866,6.00720535708866,6.00720535708866,6.00720535708866,6.00720535708866 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|OC , Mt OC/yr ,34.7460248734114,29.1462133009161,20.8163554953163,20.6415165819516,17.3920826946974,16.2199156789969,15.5689490334946,14.5320157559677,13.9669069031323,12.9397005125444 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|OC|Agricultural Waste Burning , Mt OC/yr ,0.912588908926,0.993153031715694,1.1730787238693,1.31157559723854,1.38222755748225,1.35219663503317,1.35185994262191,1.34377231963003,1.30625172197306,1.23840525867492 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|OC|Aircraft , Mt OC/yr ,0.00525728589263222,0.00525728589263222,0.00525728589263222,0.00525728589263222,0.00525728589263222,0.00525728589263222,0.00525728589263222,0.00525728589263222,0.00525728589263222,0.00525728589263222 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|OC|Energy Sector , Mt OC/yr ,2.03526250103972,1.83592424053143,1.15967701150464,0.537369016356556,0.312050070699983,0.2771281781724,0.26115514496233,0.242287885575017,0.232889797173073,0.228521885541056 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|OC|Forest Burning , Mt OC/yr ,6.367750290839,5.63550171903297,3.37651666977961,5.29883612380264,2.7294788933313,2.06954936917824,1.94009130498305,1.47824123800968,1.47578900235416,0.829913289339737 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|OC|Grassland Burning , Mt OC/yr ,7.1285043287084,7.15021016636305,6.83494532502908,6.31931493331552,6.44818071805526,6.43635032290501,6.29423635841067,5.96958921154859,5.59139384407799,5.40547140539581 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|OC|Industrial Sector , Mt OC/yr ,1.444273692457,1.31247996118838,0.757737522918238,0.619486837366457,0.500044378671991,0.405704590056694,0.269132161157023,0.176265697916528,0.108398415784685,0.0519535767534502 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|OC|International Shipping , Mt OC/yr ,0.129622497478331,0.142821297335796,0.122654420528495,0.110377918595485,0.0834606859729528,0.0455353873620032,0.0134166838942112,0.00753628301620482,0.00549620580673218,0.00265413594245911 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|OC|Peat Burning , Mt OC/yr ,0.793619024008,0.793619024008,0.793619024008,0.793619024008,0.793619024008,0.793619024008,0.793619024008,0.793619024008,0.793619024008,0.793619024008 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|OC|Residential Commercial Other , Mt OC/yr ,11.0728705882431,6.51315438770383,2.25387769410391,1.35078561078439,0.87748293760627,0.593316564308228,0.405212111818613,0.281011419021453,0.214503851864768,0.151761366905725 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|OC|Transportation Sector , Mt OC/yr ,0.633161383665208,0.540977814990393,0.115877445528427,0.0717798624373687,0.0371667708228172,0.018143949926559,0.0118546435921739,0.0113210191955879,0.0101933820432619,0.00902891193671124 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|OC|Waste , Mt OC/yr ,4.22311437215398,4.22311437215398,4.22311437215398,4.22311437215398,4.22311437215398,4.22311437215398,4.22311437215398,4.22311437215398,4.22311437215398,4.22311437215398 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|SF6 , kt SF6/yr ,8.02,6.59729358705692,3.09088621976925,2.7046385389728,2.21982905010231,1.93311945062987,1.66106618252934,1.37546694278716,1.1399689912796,0.896812319755554 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|Sulfur , Mt SO2/yr ,100.771166822366,79.5491573123892,36.4559021444693,23.6225991234324,21.6283722520375,20.6699510898896,18.4063756285871,15.5041315285452,12.6219685092827,9.4614087332608 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|Sulfur|Agricultural Waste Burning , Mt SO2/yr ,0.1502766301553,0.163697976459688,0.194335891992472,0.218137023772904,0.230349276200265,0.226011080570202,0.226605330904356,0.225912668295331,0.220045710669604,0.208995043373243 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|Sulfur|Aircraft , Mt SO2/yr ,0.28359656855884,0.2835965685,0.2835965685,0.2835965685,0.2835965685,0.2835965685,0.2835965685,0.2835965685,0.2835965685,0.2835965685 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|Sulfur|Energy Sector , Mt SO2/yr ,44.5323241314058,35.5893446412848,11.183689251282,2.44325659344468,1.3976533896321,0.892457513744443,0.774114961146139,0.61996197008095,0.477415581291255,0.364909883758298 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|Sulfur|Forest Burning , Mt SO2/yr ,0.669992853744,0.593228070674481,0.373108531827368,0.56432570444603,0.302950719227168,0.230894808844332,0.215389426496284,0.163295112890341,0.161190162698445,0.0903790548439977 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|Sulfur|Grassland Burning , Mt SO2/yr ,1.2767278066682,1.28008408154737,1.22275209045509,1.13101202108407,1.15494383519869,1.15338619058108,1.12841161369191,1.07022120659101,1.00247096953321,0.969304523458173 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|Sulfur|Industrial Sector , Mt SO2/yr ,33.5392700590653,28.1582651027645,17.3596140426393,15.5187814025585,16.671855232922,16.7008497324514,14.7977781233309,12.1923525085408,9.54611015272991,6.644445183354 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|Sulfur|International Shipping , Mt SO2/yr ,9.16366319447944,4.59509741360929,2.54414976762514,1.26986228505402,0.363772097884819,0.155197546700103,0.00875448754270889,1.01244164332456E-4,2.03459052601829E-4,1.77027163750608E-4 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|Sulfur|Peat Burning , Mt SO2/yr ,0.0645812838652,0.0645812838652,0.0645812838652,0.0645812838652,0.0645812838652,0.0645812838652,0.0645812838652,0.0645812838652,0.0645812838652,0.0645812838652 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|Sulfur|Residential Commercial Other , Mt SO2/yr ,7.34409494535056,5.52351055745136,2.11143273561045,1.29653884276777,0.495823125604785,0.381757581799415,0.353853668112117,0.334286976191502,0.31973400392435,0.291386325785618 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|Sulfur|Transportation Sector , Mt SO2/yr ,3.20966720517451,2.76077947228344,0.581669836723292,0.295535253990214,0.125874579053454,0.0442466388844364,0.016318021048437,0.0128498454767321,0.00964847306918656,0.00666169520951284 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|Sulfur|Waste , Mt SO2/yr ,0.536972143899749,0.536972143949,0.536972143949,0.536972143949,0.536972143949,0.536972143949,0.536972143949,0.536972143949,0.536972143949,0.536972143949 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|VOC , Mt VOC/yr ,227.244818987672,190.598356254891,116.773640841998,110.108869555084,93.0786433282007,83.8352294168204,75.2483504326998,66.4427815372948,62.7836733348987,58.5157367986293 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|VOC|Agricultural Waste Burning , Mt VOC/yr ,5.71003423327199,6.20288065003314,7.26798316229417,8.0780300615124,8.48815665251885,8.25651226621509,8.20176234678865,8.11214279635186,7.86470629969676,7.45465032876042 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|VOC|Aircraft , Mt VOC/yr ,0.0876156614262376,0.0887267642753865,0.057254652540762,0.0445129091090969,0.0340311852428616,0.0279602604468826,0.0262333122672577,0.0268780297242048,0.0279022289091,0.0286070679010445 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|VOC|Energy Sector , Mt VOC/yr ,54.1107440759784,40.7332781542861,18.3560155438391,13.9716909850715,10.6310566866862,7.85102200224704,5.70390124815956,4.11684147381875,4.94772330531718,6.04493149163697 
 IMAGE, SSP1-19 , World , CMIP6 Emissions|VOC|Forest Burning , Mt VOC/yr ,20.492459419186,18.4560601839909,9.89268157707776,16.0161772660478,7.07589309606831,5.56592941825218,5.4017174169187,4.08412219374675,4.17437262887263,2.13231242493085 
