model,region,scenario,unit,variable,2015,2020,2030,2040,2050,2060,2070,2080,2090,2100
MESSAGE-GLOBIOM,World,ssp245,kt HCFC142b / yr,Emissions|HCFC142b,22.47,20.0708,11.6285,3.6001,1.0108,0.2838,0.0796,0.0224,0.0063,0.0209
MESSAGE-GLOBIOM,World,ssp245,kt HCFC22 / yr,Emissions|HCFC22,358.881,322.601,143.31,20.2888,1.8833,0.1748,0.0163,0.0015,0.0002,0.009
MESSAGE-GLOBIOM,World,ssp245,kt HFC125 / yr,Emissions|HFC125,78.7906,176.654,227.198,215.716,190.355,204.23,211.747,214.859,220.635,208.428
MESSAGE-GLOBIOM,World,ssp245,kt HFC134a / yr,Emissions|HFC134a,201.953,267.17,212.999,164.628,135.739,138.687,141.482,146.539,156.785,153.723
MESSAGE-GLOBIOM,World,ssp245,kt HFC143a / yr,Emissions|HFC143a,32.381,64.3393,81.423,80.1672,72.147,77.8515,82.0673,84.1552,86.3431,81.5636
MESSAGE-GLOBIOM,World,ssp245,kt HFC152a / yr,Emissions|HFC152a,55.8814,63.4788,37.4867,23.9185,17.3758,16.0709,14.9625,14.2534,14.158,13.0676
MESSAGE-GLOBIOM,World,ssp245,kt HFC227ea / yr,Emissions|HFC227ea,3.6633,5.6744,5.4278,4.3528,3.5324,3.3103,3.0413,2.8179,2.7039,2.4095
MESSAGE-GLOBIOM,World,ssp245,kt HFC23 / yr,Emissions|HFC23,14.4857,2.6941,0.5643,0.2726,0.1082,0.0575,0.0291,0.0143,0.0071,0.0
MESSAGE-GLOBIOM,World,ssp245,kt HFC236fa / yr,Emissions|HFC236fa,0.2604,0.4799,0.5993,0.5966,0.5532,0.6182,0.6646,0.6961,0.7378,0.7134
MESSAGE-GLOBIOM,World,ssp245,kt HFC245fa / yr,Emissions|HFC245fa,11.7285,21.613,26.9945,26.869,24.9155,27.844,29.9322,31.3532,33.2297,32.131
MESSAGE-GLOBIOM,World,ssp245,kt HFC32 / yr,Emissions|HFC32,38.5792,7.1751,1.5029,0.726,0.2882,0.1531,0.0775,0.0381,0.0189,0.0
