model,region,scenario,unit,variable,2015,2020,2030,2040,2050,2060,2070,2080,2090,2100
IMAGE,World,ssp119,Mt BC / yr,Emissions|BC,9.7274,7.8244,4.4342,3.5457,2.7975,2.5188,2.3703,2.2437,2.1774,2.0746
IMAGE,World,ssp119,Mt CH4 / yr,Emissions|CH4,388.073,358.908,243.027,200.613,170.197,157.559,146.46,132.247,120.764,111.721
IMAGE,World,ssp119,Mt CO / yr,Emissions|CO,934.35,794.368,526.459,515.612,446.51,415.536,396.224,374.055,362.739,346.142
IMAGE,World,ssp119,Mt CO2 / yr,Emissions|CO2|MAGICC AFOLU,3517.44,3175.6,372.327,1383.65,-815.088,-1490.52,-1832.28,-2121.98,-2222.96,-2381.43
IMAGE,World,ssp119,Mt CO2 / yr,Emissions|CO2|MAGICC Fossil and Industrial,35635.3,36518.1,22474.9,9091.44,2865.45,-35.4631,-2644.69,-5186.8,-8342.06,-11508.4
IMAGE,World,ssp119,Mt NH3 / yr,Emissions|NH3,65.2797,65.1383,64.8584,65.2172,64.7321,64.1026,63.8746,63.6149,63.5182,63.1821
IMAGE,World,ssp119,Mt NOx / yr,Emissions|NOx,155.52,145.447,86.6826,64.4287,49.053,44.4754,42.5813,40.3058,38.4652,37.3682
IMAGE,World,ssp119,Mt OC / yr,Emissions|OC,34.746,29.1462,20.8164,20.6415,17.3921,16.2199,15.5689,14.532,13.9669,12.9397
IMAGE,World,ssp119,Mt SO2 / yr,Emissions|Sulfur,100.771,79.5492,36.4559,23.6226,21.6284,20.67,18.4064,15.5041,12.622,9.4614
IMAGE,World,ssp119,Mt VOC / yr,Emissions|VOC,227.245,190.598,116.774,110.109,93.0786,83.8352,75.2484,66.4428,62.7837,58.5157
IMAGE,World,ssp119,kt C2F6 / yr,Emissions|C2F6,1.57,1.9523,0.4605,0.2826,0.1657,0.1013,0.0659,0.045,0.0273,0.0096
IMAGE,World,ssp119,kt C3F8 / yr,Emissions|C3F8,0.4478,0.5568,0.1313,0.0806,0.0473,0.0289,0.0188,0.0128,0.0078,0.0027
IMAGE,World,ssp119,kt C4F10 / yr,Emissions|C4F10,0.0994,0.1236,0.0292,0.0179,0.0105,0.0064,0.0042,0.0029,0.0017,0.0006
IMAGE,World,ssp119,kt C5F12 / yr,Emissions|C5F12,0.0435,0.0541,0.0127,0.0078,0.0046,0.0028,0.0018,0.0012,0.0007,0.0002
IMAGE,World,ssp119,kt C6F14 / yr,Emissions|C6F14,0.35,0.4352,0.1026,0.063,0.037,0.0225,0.0147,0.0101,0.0061,0.0022
IMAGE,World,ssp119,kt C7F16 / yr,Emissions|C7F16,0.2338,0.2907,0.0686,0.0421,0.0247,0.0151,0.0098,0.0067,0.0041,0.0014
IMAGE,World,ssp119,kt C8F18 / yr,Emissions|C8F18,0.1014,0.1261,0.0297,0.0183,0.0107,0.0065,0.0043,0.0029,0.0018,0.0006
IMAGE,World,ssp119,kt CCl4 / yr,Emissions|CCl4,47.5476,34.8954,18.7952,10.1234,5.4526,2.9369,1.5818,0.852,0.4589,0.2461
IMAGE,World,ssp119,kt CF4 / yr,Emissions|CF4,10.8699,12.4803,4.1181,3.1692,2.3008,1.8542,1.6195,1.4255,1.1751,0.9247
IMAGE,World,ssp119,kt CFC11 / yr,Emissions|CFC11,43.5734,35.1105,22.7964,14.8012,9.6101,6.2396,4.0512,2.6304,1.7078,1.1067
IMAGE,World,ssp119,kt CFC113 / yr,Emissions|CFC113,0.8742,0.411,0.0909,0.0201,0.0044,0.001,0.0002,0.0,0.0,0.0
IMAGE,World,ssp119,kt CFC114 / yr,Emissions|CFC114,1.6696,0.8978,0.2594,0.0751,0.0217,0.0063,0.0018,0.0004,0.0002,0.0
IMAGE,World,ssp119,kt CFC115 / yr,Emissions|CFC115,1.6714,1.3855,0.9519,0.6544,0.4498,0.3091,0.2124,0.1459,0.1002,0.0686
IMAGE,World,ssp119,kt CFC12 / yr,Emissions|CFC12,14.6096,6.0003,1.0122,0.1707,0.0288,0.0049,0.0008,0.0001,-0.0,0.012
IMAGE,World,ssp119,kt CH2Cl2 / yr,Emissions|CH2Cl2,1267.98,1508.77,404.731,317.05,321.263,323.295,327.907,334.69,340.413,339.54
IMAGE,World,ssp119,kt CH3Br / yr,Emissions|CH3Br,133.823,140.82,113.516,110.26,108.121,106.942,106.294,105.911,105.587,105.263
IMAGE,World,ssp119,kt CH3CCl3 / yr,Emissions|CH3CCl3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMAGE,World,ssp119,kt CH3Cl / yr,Emissions|CH3Cl,5404.81,5572.08,4703.49,4604.93,4514.73,4468.34,4443.96,4423.81,4397.8,4371.79
IMAGE,World,ssp119,kt CHCl3 / yr,Emissions|CHCl3,459.646,505.264,327.255,306.027,292.078,284.394,280.17,277.676,275.564,273.452
IMAGE,World,ssp119,kt HCFC141b / yr,Emissions|HCFC141b,59.82,64.9344,53.9924,31.7665,18.1624,10.3843,5.9372,3.3946,1.9408,1.2004
IMAGE,World,ssp119,kt HCFC142b / yr,Emissions|HCFC142b,22.47,20.0708,11.6285,3.6001,1.0108,0.2838,0.0796,0.0224,0.0063,0.0209
IMAGE,World,ssp119,kt HCFC22 / yr,Emissions|HCFC22,358.881,322.601,143.31,20.2888,1.8833,0.1748,0.0163,0.0015,0.0002,0.009
IMAGE,World,ssp119,kt HFC125 / yr,Emissions|HFC125,78.7906,165.015,33.3406,18.2386,20.6879,22.3156,24.045,25.5229,26.0886,24.9023
IMAGE,World,ssp119,kt HFC134a / yr,Emissions|HFC134a,201.953,249.567,31.2569,13.9191,14.7522,15.154,16.066,17.4072,18.5388,18.3662
IMAGE,World,ssp119,kt HFC143a / yr,Emissions|HFC143a,32.381,60.1003,11.9486,6.778,7.841,8.5067,9.3192,9.9967,10.2095,9.7449
IMAGE,World,ssp119,kt HFC152a / yr,Emissions|HFC152a,55.8814,59.2958,5.5,2.02,1.889,1.7578,1.6983,1.6923,1.6744,1.5612
IMAGE,World,ssp119,kt HFC227ea / yr,Emissions|HFC227ea,3.6633,5.3005,0.7965,0.368,0.3839,0.3617,0.3453,0.3348,0.3198,0.2879
IMAGE,World,ssp119,kt HFC23 / yr,Emissions|HFC23,14.4857,2.5166,0.0828,0.023,0.0118,0.0063,0.0033,0.0017,0.0008,0.0
IMAGE,World,ssp119,kt HFC236fa / yr,Emissions|HFC236fa,0.2604,0.4482,0.088,0.0504,0.0601,0.0675,0.0755,0.0827,0.0872,0.0852
IMAGE,World,ssp119,kt HFC245fa / yr,Emissions|HFC245fa,11.7285,20.189,3.9614,2.2718,2.7079,3.0424,3.399,3.7244,3.9292,3.8389
IMAGE,World,ssp119,kt HFC32 / yr,Emissions|HFC32,38.5792,6.7024,0.2205,0.0613,0.0314,0.0168,0.0088,0.0045,0.0021,0.0
IMAGE,World,ssp119,kt HFC365mfc / yr,Emissions|HFC365mfc,4.6492,5.7454,0.7195,0.3204,0.3396,0.3489,0.3698,0.4007,0.4268,0.4228
IMAGE,World,ssp119,kt HFC4310mee / yr,Emissions|HFC4310mee,1.1516,1.222,0.1133,0.0416,0.0389,0.0362,0.035,0.0349,0.0345,0.0322
IMAGE,World,ssp119,kt Halon1202 / yr,Emissions|Halon1202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMAGE,World,ssp119,kt Halon1211 / yr,Emissions|Halon1211,3.2933,2.1847,0.9614,0.4231,0.1862,0.0819,0.0361,0.0159,0.007,0.008
IMAGE,World,ssp119,kt Halon1301 / yr,Emissions|Halon1301,1.3378,1.1071,0.7583,0.5193,0.3557,0.2436,0.1668,0.1143,0.0783,0.0536
IMAGE,World,ssp119,kt Halon2402 / yr,Emissions|Halon2402,0.3481,0.279,0.1793,0.1153,0.0741,0.0476,0.0306,0.0197,0.0126,0.0081
IMAGE,World,ssp119,kt N2O / yr,Emissions|N2O,10900.0,10706.4,8393.76,8376.57,8073.59,7941.61,7958.15,7978.92,8204.74,8339.07
IMAGE,World,ssp119,kt NF3 / yr,Emissions|NF3,1.3581,1.1172,0.5234,0.458,0.3759,0.3273,0.2813,0.233,0.1931,0.1519
IMAGE,World,ssp119,kt SF6 / yr,Emissions|SF6,8.02,6.5973,3.0909,2.7046,2.2198,1.9331,1.6611,1.3755,1.14,0.8968
IMAGE,World,ssp119,kt SO2F2 / yr,Emissions|SO2F2,2.5317,2.9068,0.9592,0.7381,0.5359,0.4318,0.3772,0.332,0.2737,0.2154
IMAGE,World,ssp119,kt cC4F8 / yr,Emissions|cC4F8,1.2672,1.455,0.48,0.3694,0.2683,0.2163,0.1887,0.1663,0.137,0.1077
